■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2021   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
542,더 인터프리터,마틴 술릭,,주식회사 플릭스코,주식회사 플릭스코,2020-11-06,개봉영화,장편,프랑스,1,"6,000",1,0,0,드라마,12세이상관람가,일반영화
543,돈이 없으면 몸으로,"쿠로아카 긴조,사노 B사쿠",,,(주)영진크리에이티브,2020-10-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
544,동생 남친 돌려쓰기 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-09-01,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
545,동생의 어린 아내-무삭제판,오자키 히로코우지,,,(주)플라이어,2020-09-29,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
546,뜨거운 방판녀:농익은 영업기술,버드맨 텟페이,,,(주)영진크리에이티브,2021-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
547,롯폰기:불타는 하룻밤,미시마 로쿠사부로,,,(주)영진크리에이티브,2020-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
548,리얼돌:부드럽게 다뤄줘요,코이케.Jp,,,(주)영진크리에이티브,2020-12-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
549,리얼돌:최고의 명기,코이케.Jp,,,(주)영진크리에이티브,2020-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
550,마사지에 빠진 스튜어디스들,텐사이 후지타,,,(주)영진크리에이티브,2020-09-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
551,막장자매 클라쓰,한길수,주식회사 플릭스코,,주식회사 플릭스코,2020-12-30,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
552,말할 수 없는 비밀:이모와의 관계 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-10-13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
553,맛있는 동거 2 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2021-01-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
554,먹어주는 유부녀 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-12-28,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
555,며느리 : 잘못된 관계,최찬호,(주)영화사가을,,(주)영화사가을,2020-12-04,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
556,며느리 : 탐스러운 육체,조태호,(주)영화사가을,,(주)영화사가을,2020-12-29,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
557,모녀들의 은밀한 유혹,히이라기 엔부,,,(주)영진크리에이티브,2020-12-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
558,모델 박아라 감독판,이상수,선셋 시네마,,선셋 시네마,2020-12-10,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
559,몸으로 빼앗은 여동생의 남자친구,핫시이,,(주)빅콘미디어,(주)빅콘미디어,2020-09-25,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
560,미망인:많이 쌓였어요,"쿠로아카 긴조,사노 B사쿠",,,(주)영진크리에이티브,2020-12-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
561,미모의 리얼돌과 황홀한 정사,코이케.Jp,,,(주)영진크리에이티브,2020-11-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
562,바람난 아내:남편상사와 아찔한 섹스,버드맨 텟페이,,,(주)영진크리에이티브,2021-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
563,바람난 처제,이대길,뷰소프트,,뷰소프트,2020-10-07,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
564,바람바람,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,2021-01-20,개봉영화,장편,한국,5,"6,000",5,"2,000",1,성인물(에로),청소년관람불가,일반영화
565,바람에 날라온 유부녀 팬티,이와나가 스토루네,,(주)영진크리에이티브,(주)영진크리에이티브,2020-10-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
566,바람피기 좋은 날,이즈미 류지,,,(주)영진크리에이티브,2020-09-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
567,바람피기 좋은 하루,김진우,(주)영화사가을,,(주)영화사가을,2020-09-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
568,바람피기 좋은 하루 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2021-01-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
569,발정기:이복누나,아카바네 류지,,,(주)영진크리에이티브,2020-09-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
570,발정난 가족,이즈미 류지,,,(주)영진크리에이티브,2020-09-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
571,발정난 미망인의 유혹,나카지마 타로,,,(주)영진크리에이티브,2020-12-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
572,발정난 새엄마:은밀한 유혹,고키겐 요,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
573,발정난 아내의 유혹,히이라기 엔부,,,(주)영진크리에이티브,2020-11-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
574,밝히는 여상사:신입 교육,타카기,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
575,버스납치,후카자와 요시후미,,,(주)영진크리에이티브,2021-01-15,개봉영화,장편,일본,1,"6,000",1,0,0,코미디,12세이상관람가,일반영화
576,벌거벗은 옆집여자들,야마나카 소쿠스,,,(주)영진크리에이티브,2020-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
577,불륜 동창회 3,조태호,(주)영화사가을,,(주)영화사가을,2020-12-08,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
578,불륜여행 : 여친의 언니,이대길,뷰소프트,,뷰소프트,2020-12-04,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
579,불륜의 세계 무삭제판,신성진,선셋 시네마,,선셋 시네마,2020-11-03,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
580,블랙아웃 : 인베이젼 어스,예고르 바라노프,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-08-05,개봉영화,장편,러시아,51,"6,000",6,0,0,SF,15세이상관람가,일반영화
581,비뇨기과 여의사들 3,조태호,(주)영화사가을,,(주)영화사가을,2020-11-24,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
582,비밀친구,노현진,(주)나우콘텐츠,,(주)나우콘텐츠,2020-09-29,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
583,비키니 바 : 맛있는 서비스,조태호,(주)영화사가을,,(주)영화사가을,2020-11-17,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
584,사이버 브라이드,루이자 워렌,,,주식회사 플릭스코,2020-11-25,개봉영화,장편,미국,1,"6,000",1,0,0,SF,청소년관람불가,일반영화
585,사장에게 실제 흥분하는 육덕미인 무삭제판,,,,주식회사 플릭스코,2020-09-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
586,산부인과 남의사들,조태호,(주)영화사가을,,(주)영화사가을,2020-11-06,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
587,삼촌의 여자들 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2021-01-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
588,새엄마:풍만한 가슴,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-10-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
589,새엄마들:대물이 필요해,쿠로아카 긴조,,,(주)영진크리에이티브,2021-01-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
590,새엄마의 섹스 스캔들,나가에 타카미,,,(주)영진크리에이티브,2021-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
591,색기 꽉 찬 불륜녀들,이즈미 류지,,,(주)영진크리에이티브,2020-09-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
592,성교육 시켜주는 리얼돌,코이케.Jp,,,(주)영진크리에이티브,2020-12-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
593,섹귀 : 섹스에 미친 귀신들,한동호,주식회사 플릭스코,,주식회사 플릭스코,2021-01-06,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
594,섹스 카운셀러:성감 클리닉,후나다 테루유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
595,섹스남녀 : 우린 속 궁합이 잘 맞아,한대위,(주)영화사가을,,(주)영화사가을,2020-10-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
596,섹스에 환장한 아줌마들 무삭제판,이즈미 류지,,,(주)영진크리에이티브,2020-12-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
597,손빨래하는 여자 무삭제판,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-09-10,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
598,숙모의 망사팬티,와카마츠 쇼군,,,(주)영진크리에이티브,2020-09-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
599,숙모의 망사팬티 무삭제판,와카마츠 쇼군,,,(주)영진크리에이티브,2020-12-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
600,술집마담 섹스서비스,겐겐,,,(주)영진크리에이티브,2020-11-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
601,스릴만점 불륜 섹스,진 류지,,,(주)영진크리에이티브,2020-10-21,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
602,스와핑 : 내 아내의 친구,김진우,(주)영화사가을,,(주)영화사가을,2020-10-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
603,스와핑 : 내 아내의 친구 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2021-01-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
604,스와핑 : 두 부부의 이혼여행 무삭제,이대길,뷰소프트,,뷰소프트,2020-11-12,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
605,스와핑 : 부부모임 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-10-22,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
606,스와핑 : 선배의 아내 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2020-12-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
607,스와핑 : 자매의 남자들,이대길,뷰소프트,,뷰소프트,2020-09-06,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
608,스와핑 : 자매의 남자들 무삭제,이대길,뷰소프트,,뷰소프트,2020-12-25,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
609,스트레인지 네이처,,,,주식회사 플릭스코,2020-10-29,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
610,시진5,,,,주식회사 플릭스코,2020-12-15,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
611,식지 않는 유부녀의 팬티 속,코이케.Jp,,,(주)영진크리에이티브,2020-11-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
612,신인 AV 여배우의 첫 촬영,타케다 케이시,,(주)빅콘미디어,(주)빅콘미디어,2020-11-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
613,신입 여사원,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-12-23,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
614,신혼 여선배:시간아 멈춰라,와카마츠 쇼군,,,(주)영진크리에이티브,2020-10-21,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
615,쌍둥이 여친 과외하기 무삭제판,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-09-10,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
616,쌓여버린 여자들:잔뜩 해주세요,야만카 소쿠스,,(주)영진크리에이티브,(주)영진크리에이티브,2020-10-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
617,쌓여버린 욕정:너무 하고싶어요,호소카와 켄,,,(주)영진크리에이티브,2021-01-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
618,씨 받는 며느리,사노 B사쿠,,,(주)영진크리에이티브,2020-10-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
619,아내의 남자친구-무삭제판,오자키 히로코우지,,,(주)플라이어,2020-09-01,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
620,아내의 봉사,토미죠 타로,,,(주)영진크리에이티브,2020-10-21,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
621,아내의 음탕한 비밀,토미죠 타로,,,(주)영진크리에이티브,2020-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
622,아내의 친구 : 아내 몰래 섹스한 날 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-11-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
623,아는사이,에로핑,비스킷미디어,,(주)메이크아트,2020-11-20,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
624,아들의 끼부리는 여자,사이유키,,,(주)영진크리에이티브,2020-10-22,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
625,아주버님의 끝내주는 물건 무삭제판,버드맨 텟페이,,,(주)영진크리에이티브,2020-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
626,아트 오브 더 데드,롤프 카네프스키,,,주식회사 플릭스코,2020-11-04,개봉영화,장편,미국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
627,애인공유,리차드 킴,(주)룬컴퍼니,,(주)액티버스엔터테인먼트,2020-12-18,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
628,애인이 생기면 하고 싶은 일,양호열,케이제이픽처스,,케이제이픽처스,2020-10-19,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
629,애첩,리차드 킴,(주)룬컴퍼니,,(주)액티버스엔터테인먼트,2020-12-24,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
630,야간학교 : 음란한 누나들의 아찔한 수업,,,,(주)온비즈넷,2020-12-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
631,야한 짓:오늘은 무슨 자세?,토미죠 타로,,,(주)영진크리에이티브,2020-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
632,야한 첫경험:남편 앞에서 간통 무삭제판,하라다 칸토나,,,(주)영진크리에이티브,2020-09-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
633,양아버지의 뜨거운 맛,"쿠로아카 긴조,사노 B사쿠",,,(주)영진크리에이티브,2020-12-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
634,어린 작은엄마 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-11-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
635,어린과부 무삭제,한동호,제뉴어리이공 현프로,,제뉴어리이공 현프로,2020-12-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
636,엄마가 바람났어요,토미죠 타로,,,(주)영진크리에이티브,2020-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
637,엄마의 사랑,한대위,(주)영화사가을,,(주)영화사가을,2020-10-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
638,엄마의 사랑 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2021-01-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
639,엄마친구 2020 무삭제,김환,(주)영화사가을,,(주)영화사가을,2020-12-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
640,엄마친구 7,김춘수,(주)영화사가을,,(주)영화사가을,2020-10-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
641,여자 동창 : 우리 지금 할까?,한대위,(주)영화사가을,,(주)영화사가을,2020-11-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
642,여자 동창들 : 친구 오빠와 섹스한 날 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-12-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
643,여자 하숙집 4,구재은,(주)영화사가을,,(주)영화사가을,2020-11-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
644,여중개인과 폭풍우 치는 밤,마메자와 마메타로,,주식회사 플릭스코,주식회사 플릭스코,2020-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
645,여친 엄마 4,최찬호,(주)영화사가을,,(주)영화사가을,2020-11-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
646,연애 완전 정복 - 무삭제판,김재현,(주)영화사 사계절,,(주)영화사 사계절,2020-09-24,개봉영화,장편,한국,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
647,연애 : 아빠친구,김부곤,(주)영화사가을,,(주)영화사가을,2020-10-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
648,연애 : 아빠친구 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2021-01-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
649,연애 : 엄마친구 3,최찬호,(주)영화사가을,,(주)영화사가을,2020-11-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
650,옆집 누나 : 한번 줄까?,한대위,(주)영화사가을,,(주)영화사가을,2020-11-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
651,옆집여자의 술버릇 무삭제판,버드맨 텟페이,,,(주)영진크리에이티브,2020-10-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
652,예민한 모녀 무삭제판,성운아,(주)픽쳐레스크,,(주)픽쳐레스크,2020-11-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
653,예비신부의 첫날밤,히이라기 엔부,,,(주)영진크리에이티브,2020-12-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
654,예쁜 리포터,리차드 킴,영화사 산들바람,,(주)액티버스엔터테인먼트,2021-01-29,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
655,오피스텔: 친구애인,이하,(주)디에이치미디어,,(주)디에이치미디어,2020-10-05,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
656,와이프 렌탈 서비스,사이유키,,,(주)영진크리에이티브,2020-09-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
657,와이프 렌탈 서비스 무삭제판,사이유키,,,(주)영진크리에이티브,2020-12-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
658,완벽한 몸매:새엄마의 성교육,진 류지,,,(주)영진크리에이티브,2020-11-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
659,외도의 이유 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-09-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
660,외출 3 무삭제,구재은,(주)영화사가을,,(주)영화사가을,2021-01-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
661,욕구불만 아내의 사생활,사노 B사쿠,,,(주)영진크리에이티브,2020-12-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
662,욕구불만 친구엄마 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-10-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
663,욕구불만녀:누구라도 오케이,진 류지,,,(주)영진크리에이티브,2021-01-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
664,욕구해결:풀어주는 여자들,이즈미 류지,,,(주)영진크리에이티브,2020-10-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
665,욕망 : 친구의 아내,최찬호,(주)영화사가을,,(주)영화사가을,2020-11-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
666,우즈벡 사돈처녀,김환,(주)영화사가을,,(주)영화사가을,2020-10-21,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
667,원나잇 : 어플 만남의 목적,,,,(주)온비즈넷,2021-01-15,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
668,월세 대신 몸을 요구하는 여주인,사노 B사쿠,,,(주)영진크리에이티브,2021-01-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
669,유부녀 팬클럽 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-11-03,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
670,"유부녀, 배달원에게",시미즈 하지메,,,(주)영진크리에이티브,2020-09-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
671,"유부녀, 이웃남자에게",와카마츠 쇼군,,,(주)영진크리에이티브,2020-09-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
672,육덕 여직원과 러브호텔에서...,이시카와 킨,,(주)빅콘미디어,(주)빅콘미디어,2020-11-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
673,육덕녀의 황홀한 서비스,핫시이,,,(주)빅콘미디어,2020-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
674,은밀하고 음란한 아내의 헌신,나가에 타카미,,,(주)영진크리에이티브,2020-09-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
675,음란 택배기사와 거유 사모님,아카츠키 신타로,,,(주)플라이어,2020-09-15,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
676,음란문학선생,,,주식회사 플릭스코,주식회사 플릭스코,2020-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
677,음란한 안드로이드,코메이,,,(주)영진크리에이티브,2020-12-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
678,음란한 여사원들,아마엔보 쇼군,,(주)영진크리에이티브,(주)영진크리에이티브,2020-11-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
679,음란한 유부녀들:남편친구와 정사,나카지마 타로,,,(주)영진크리에이티브,2021-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
680,음란한 회의실:신입 여직원과,미시마 로쿠사부로,,,(주)영진크리에이티브,2021-01-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
681,음탕한 누나의 성욕 무삭제판,"쿠로아카 긴조,사노 B사쿠",,,(주)영진크리에이티브,2020-10-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
682,음탕한 슬렌더 그녀,,,,(주)빅콘미디어,2021-01-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
683,음탕한 유부녀의 밀회,사노 B사쿠,,,(주)영진크리에이티브,2021-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
684,의붓오빠의 맛,이와나가 스토루네,,,(주)영진크리에이티브,2020-10-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
685,이비자,,,케이티하이텔(주),케이티하이텔(주),2020-10-08,개봉영화,장편,프랑스,1,"6,000",1,0,0,코미디,15세이상관람가,독립/예술영화
686,이웃여자:다 보여줄게,시온,,,(주)영진크리에이티브,2020-11-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
